1,27803,Rosemont—La Petite-Patrie,-73.605104337545,45.5284652940216
2,27803,Rosemont—La Petite-Patrie,-73.6051560740776,45.5284734349429
3,27803,Rosemont—La Petite-Patrie,-73.6052542906918,45.5284856722831
4,27803,Rosemont—La Petite-Patrie,-73.6054225594791,45.5285104426574
5,27803,Rosemont—La Petite-Patrie,-73.605576358435,45.5285334264799
6,27803,Rosemont—La Petite-Patrie,-73.6056343699154,45.528542461224
7,27803,Rosemont—La Petite-Patrie,-73.6056976317117,45.5285522109519
8,27803,Rosemont—La Petite-Patrie,-73.6058204403348,45.5285704539693
9,27803,Rosemont—La Petite-Patrie,-73.6058294043208,45.5285717054398
10,27803,Rosemont—La Petite-Patrie,-73.6058976521659,45.5285777610976
11,27803,Rosemont—La Petite-Patrie,-73.605935935835,45.5285802451502
12,27803,Rosemont—La Petite-Patrie,-73.6059729411339,45.5285837201989
13,27803,Rosemont—La Petite-Patrie,-73.6060037994631,45.528586211117
14,27803,Rosemont—La Petite-Patrie,-73.6060260771953,45.528587090281
15,27803,Rosemont—La Petite-Patrie,-73.6060893233772,45.5285884713036
16,27803,Rosemont—La Petite-Patrie,-73.6061051980889,45.5285883665756
17,27803,Rosemont—La Petite-Patrie,-73.606151409398,45.5285856241259
18,27803,Rosemont—La Petite-Patrie,-73.6061900653008,45.5285818088744
19,27803,Rosemont—La Petite-Patrie,-73.6062189904183,45.528577462755
20,27803,Rosemont—La Petite-Patrie,-73.6062614787046,45.5285692347046
21,27803,Rosemont—La Petite-Patrie,-73.6062956458115,45.5285611943495
22,27803,Rosemont—La Petite-Patrie,-73.6063575790089,45.5285452095523
23,27803,Rosemont—La Petite-Patrie,-73.6064159276942,45.5285293180447
24,27803,Rosemont—La Petite-Patrie,-73.6064218135326,45.5285276028673
25,27803,Rosemont—La Petite-Patrie,-73.6064854092592,45.5285107166129
26,27803,Rosemont—La Petite-Patrie,-73.6064921907455,45.5285087306453
27,27803,Rosemont—La Petite-Patrie,-73.6065286579509,45.5284984384786
28,27803,Rosemont—La Petite-Patrie,-73.6065433714253,45.5284935656258
29,27469,Le Sud-Ouest,-73.5575604483626,45.4904964768581
30,27469,Le Sud-Ouest,-73.5576131306341,45.4904691849953
31,27469,Le Sud-Ouest,-73.557677959057,45.490434238293
32,27469,Le Sud-Ouest,-73.5577612004632,45.4903896539027
33,27469,Le Sud-Ouest,-73.5578133706069,45.4903621822369
34,27469,Le Sud-Ouest,-73.5579125959513,45.4903098509775
35,27469,Le Sud-Ouest,-73.5579568384022,45.4902867925055
36,27469,Le Sud-Ouest,-73.558058622488,45.4902347297738
37,27469,Le Sud-Ouest,-73.5580655276362,45.4902313968373
38,27469,Le Sud-Ouest,-73.5580870128218,45.4902234672773
39,27469,Le Sud-Ouest,-73.5581033838753,45.490218779757
40,27469,Le Sud-Ouest,-73.5581045350256,45.4902185092179
41,27469,Le Sud-Ouest,-73.5581101633032,45.4902176065098
42,27469,Le Sud-Ouest,-73.558124107541,45.4902167895548
43,27469,Le Sud-Ouest,-73.5581397153221,45.4902163316895
44,27469,Le Sud-Ouest,-73.558146879762,45.4902163280427
45,27469,Le Sud-Ouest,-73.5581750259609,45.4902164936809
46,27469,Le Sud-Ouest,-73.5581791199265,45.4902164915959
47,27469,Le Sud-Ouest,-73.5582130225232,45.4902159344167
48,27469,Le Sud-Ouest,-73.5582178836439,45.4902154820168
49,27469,Le Sud-Ouest,-73.5582287564782,45.4902137667692
50,27469,Le Sud-Ouest,-73.5582409072849,45.4902107011015
51,27469,Le Sud-Ouest,-73.55825497491,45.4902054748268
